P.Uniprot,P.Symbol,Description,Count,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,CTL9,CTL10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,AD.pval,PD.pval,CT.mean,AD.mean,PD.mean
O15440,ABCC5,Multidrug resistance-associated protein 5 OS=Homo sapiens ABCC5 PE=1 SV=2,8,0.748134328,0.826492537,0.86996337,0.80952381,0.906921241,0.853221957,0.556298201,1.399485861,,,0.848880597,1.016791045,0.923076923,1.064102564,0.922434368,0.865155131,1.093573265,0.825192802,,,0.610074627,1.354477612,0.886446886,1.45970696,1.153937947,0.867541766,1.164524422,0.972236504,,,0.436411271,0.171062799,0.871255163,0.944900837,1.058618341
Q09428-2,ABCC8,Isoform 2 of ATP-binding cassette sub-family C member 8 OS=Homo sapiens ABCC8,8,1.25443787,1.022485207,1.166666667,1.034591195,,,1.267175573,3.595419847,0.942857143,0.814285714,0.740828402,1.013017751,0.789308176,0.998427673,,,0.564885496,1.015267176,1.064285714,0.657142857,1.00591716,0.764497041,1.161949686,0.91509434,,,0.816793893,0.86259542,0.921428571,0.728571429,0.126367687,0.152512429,1.387239902,0.855395406,0.897105942
P33897,ABCD1,ATP-binding cassette sub-family D member 1 OS=Homo sapiens ABCD1 PE=1 SV=2,7,1.077826725,0.700440529,,,0.923076923,1.223931624,0.675496689,0.98013245,,0.884615385,0.899412628,1.164464023,,,0.875213675,1.141880342,0.841059603,0.860927152,1.288461538,,1.014684288,0.99339207,,,0.560683761,1.217094017,0.768211921,0.801324503,0.288461538,0.980769231,0.40906502,0.478866727,0.923645761,1.010202709,0.828077666
Q9UBJ2,ABCD2,ATP-binding cassette sub-family D member 2 OS=Homo sapiens ABCD2 PE=1 SV=1,9,1.192536845,0.602069614,1.065287192,1.040313949,1.213597734,1.245325779,1.059723527,0.978929003,0.426395939,0.69035533,0.911257447,1.079335215,1.179450589,1.063146629,0.924645892,1.25325779,0.940008053,0.676150852,0.568527919,,1.053621825,0.876450298,1.02889761,0.937566893,1.003966006,1.163739377,1.167628506,1.103476043,0.345177665,0.766497462,0.975663775,0.955014334,0.951453491,0.95508671,0.944702168
P28288,ABCD3,ATP-binding cassette sub-family D member 3 OS=Homo sapiens ABCD3 PE=1 SV=1,10,0.952880859,0.97668457,1.04880137,1.00385274,1.531744358,1.001476482,1.107916518,0.877747416,0.896415912,0.998818432,1.05871582,1.03503418,0.886986301,0.825342466,0.869436828,1.200590593,1.016434993,1.059047166,1.042142576,0.413548641,0.980957031,0.958984375,0.931506849,0.956335616,1.195106518,0.951276102,0.945625916,0.991485486,0.97912564,1.064198503,0.286299073,0.497334947,1.039633866,0.940727956,0.995460204
P61221,ABCE1,ATP-binding cassette sub-family E member 1 OS=Homo sapiens ABCE1 PE=1 SV=1,10,1.029574417,1.037428869,0.997836434,0.96668109,1.013785181,0.940264216,1.029250457,0.97678245,0.912397427,1.03659348,1.067724613,1.083914403,0.884032886,1.034184336,0.898908673,1.042504308,1.036197441,0.97678245,0.966067864,0.836992681,1.011140499,0.863348561,1.003028992,0.837732583,0.902354968,0.978173464,0.995246801,1.015173675,0.982479485,0.991794189,0.711928166,0.163774825,0.994059402,0.982730965,0.958047322
Q8NE71,ABCF1,ATP-binding cassette sub-family F member 1 OS=Homo sapiens ABCF1 PE=1 SV=2,10,0.947349088,1.063915759,0.872743889,0.927119031,0.920883165,0.952161914,0.922857652,0.945483699,1.004246285,1.001415428,1.002693768,0.848047018,0.950422664,0.986977382,0.907543698,0.915823367,0.972979393,1.117821723,0.953998585,1.078556263,1.008448635,0.991184033,0.840301576,1.005254741,0.936522539,0.905703772,0.920600986,0.968881763,1.08846426,0.897381458,0.569194261,0.987243231,0.955817591,0.973486386,0.956274376
Q5STZ8,ABCF1,ATP-binding cassette sub-family F member 1 (Fragment) OS=Homo sapiens ABCF1 PE=1 SV=5,9,1.100572363,1.19215045,0.387096774,1.182795699,,1.019230769,1.036168133,0.488758553,1.034090909,1.284090909,1.306623058,1.195421096,0.951612903,1.123655914,0.490384615,0.625,0.866080156,1.405669599,1.920454545,0.693181818,1.08258381,0.796402289,0.5,0.553763441,0.836538462,1.394230769,0.782013685,1.180840665,0.920454545,1.113636364,0.617730306,0.700610007,0.969439396,1.057808371,0.916046403
Q9UG63-2,ABCF2,Isoform 2 of ATP-binding cassette sub-family F member 2 OS=Homo sapiens ABCF2,10,0.841498284,1.009435761,1.031992687,0.927787934,0.993246503,0.974915581,0.905113683,1.065172782,0.848794741,0.95982469,0.982367518,0.999714068,0.906764168,1.032906764,1.003376749,1.046792089,0.997783797,0.976852992,0.909422936,0.791088386,0.980651925,1.061380099,1.016453382,1.041133455,0.997588037,0.976362759,1.000410408,1.039235,0.939371804,1.084733382,0.794361019,0.048489665,0.955778265,0.964706947,1.013732025
Q9NUQ8,ABCF3,ATP-binding cassette sub-family F member 3 OS=Homo sapiens ABCF3 PE=1 SV=2,10,0.75408805,1.040461216,0.739412674,0.920556414,1.19875,1.08375,1.125862333,0.705503603,1.111265647,0.987482615,0.970020964,1.218238994,0.8438949,0.853786708,1.00875,1.15625,1.012724207,1.001992948,1.150208623,1.052851182,1.153249476,0.784696017,0.744976816,0.804327666,0.87125,1.24375,0.970412387,1.090295876,0.913769124,1.043115438,0.392286891,0.951986914,0.966713255,1.026871853,0.96198428
Q9UNQ0,ABCG2,ATP-binding cassette sub-family G member 2 OS=Homo sapiens ABCG2 PE=1 SV=3,10,1.039872408,0.854066986,0.821752266,0.960725076,1.745454545,1.327272727,0.954616588,0.907668232,0.990712074,0.848297214,1.040669856,1.016746411,1.129909366,0.864048338,0.672727273,1.363636364,0.945226917,0.832550861,0.910216718,0.705882353,0.916267943,1.018341308,0.900302115,0.906344411,0.6,1.363636364,1.03286385,0.89827856,1.356037152,1.120743034,0.394025422,0.77353231,1.045043812,0.948161446,1.011281474
Q9NUJ1,ABHD10,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens ABHD10 PE=1 SV=1",10,1.153756721,0.930315361,1.225521337,1.082723381,0.993286588,0.985827242,0.891252144,1.07238422,1.139338731,0.936909582,1.031972097,0.986702514,0.967822124,1.137688165,0.853945994,0.986125615,0.886253369,0.899877481,0.893049933,1.029689609,1.024415056,1.046650196,1.006490816,1.100676702,1.037147546,1.01894674,1.07522666,1.021024259,1.139676113,1.009784076,0.113597616,0.857075492,1.041131531,0.96731269,1.048003816
Q8NFV4,ABHD11,Alpha/beta hydrolase domain-containing protein 11 OS=Homo sapiens ABHD11 PE=2 SV=1,10,0.97294964,0.83942446,1.230823117,1.076707531,1.201716738,0.978540773,0.933089682,1.327523194,1.068322981,0.929902396,1.023309353,0.958561151,1.045884413,0.976532399,0.722460658,1.011444921,0.881641833,0.881922969,0.855368234,1.827861579,0.947625899,0.948201439,1.032574431,0.945008757,1.100143062,0.86695279,0.799550183,0.79842564,1.19609583,1.314995563,0.730658773,0.411277923,1.055900051,1.018498751,0.994957359
Q8N2K0-2,ABHD12,Isoform 2 of Monoacylglycerol lipase ABHD12 OS=Homo sapiens ABHD12,10,1.076434532,1.055461192,1.19374457,0.899507674,1.16513506,1.216931217,0.915605947,1.077976254,0.948071217,0.994065282,0.916328188,0.840558304,0.85896322,0.918042282,0.93678641,1.024227235,0.984918173,1.019146433,0.895400593,0.623145401,1.032272358,1.100804963,1.08485375,0.911671011,1.137287664,1.125591757,1.078618034,1.156273398,0.915430267,1.118694362,0.008266175,0.797334737,1.054293295,0.901751624,1.066149756
Q9BUJ0,ABHD14A,Alpha/beta hydrolase domain-containing protein 14A OS=Homo sapiens ABHD14A PE=2 SV=2,6,0.811369509,1.30749354,,,,,1.555555556,0.903225806,1.925,0.95,1.341946598,0.988802756,,,,,1.146953405,1.498207885,2.75,1.225,0.844099914,1.009474591,,,,,0.903225806,1.204301075,0.75,1.325,0.44828582,0.264758757,1.242107402,1.491818441,1.006016898
C9JMV9,ABHD14A-ACY1,Protein ABHD14A-ACY1 OS=Homo sapiens ABHD14A-ACY1 PE=4 SV=1,10,0.811369509,1.30749354,0.933834152,1.026870847,1.013654618,0.979919679,0.893791328,0.909356896,0.588235294,0.500576701,1.341946598,0.988802756,0.840797457,0.989309448,0.865863454,0.918875502,0.959681667,0.975481304,0.941176471,1.411764706,0.844099914,1.009474591,1.040739671,1.027448714,0.877108434,0.997590361,0.981801159,0.893089122,0.943483276,0.634371396,0.196231406,0.73220468,0.896510256,1.023369936,0.924920664
Q96IU4,ABHD14B,Alpha/beta hydrolase domain-containing protein 14B OS=Homo sapiens ABHD14B PE=1 SV=1,10,0.746579179,0.947907498,0.798323242,0.780624127,0.969002695,0.948787062,0.910584282,0.909464252,0.981738495,0.92330168,1.227174522,0.849003761,0.938053097,0.905449464,1.30458221,1.212938005,1.081948852,0.654844129,1.142439737,1.583637692,0.923101544,0.905817396,0.739636702,0.941779227,1.10916442,0.886792453,0.838715699,1.018667164,0.929145362,1.003652301,0.036683781,0.374571053,0.891631251,1.090007147,0.929647227
O95870,ABHD16A,Abhydrolase domain-containing protein 16A OS=Homo sapiens ABHD16A PE=1 SV=3,10,1.122790447,1.032789097,1.197204969,1.115942029,1.087495006,1.219336796,0.995955218,1.099097147,0.955300128,0.905065986,0.882472001,0.934017002,0.884575569,0.946169772,0.801438274,0.870155813,0.926543879,0.903575298,0.789272031,0.454661558,1.003913102,1.049251113,1.204968944,1.0936853,1.06272473,1.059528566,1.027880101,1.052798844,0.974882929,1.098339719,0.000553073,0.786890225,1.073097682,0.83928812,1.062797335
Q96GS6-2,ABHD17A,Isoform 2 of Alpha/beta hydrolase domain-containing protein 17A OS=Homo sapiens ABHD17A,6,0.985365854,0.969105691,,,1.255102041,1.234693878,1.117037037,1.105185185,,,1.063414634,0.757723577,,,0.948979592,1.132653061,1.048888889,1.167407407,,,0.978861789,0.907317073,,,1.224489796,1.173469388,1.291851852,1.333333333,,,0.269864727,0.646675062,1.111081614,1.019844527,1.151553872
Q5VST6,ABHD17B,Alpha/beta hydrolase domain-containing protein 17B OS=Homo sapiens ABHD17B PE=2 SV=1,10,0.889786303,1.144539795,0.853097345,0.74159292,0.7375,0.8125,1.076873385,0.926787252,0.985267035,1.007366483,1.048292108,1.008244994,0.720353982,0.743362832,0.975,0.841666667,0.965977606,1.378122308,1.423572744,0.570902394,0.611139155,1.125694094,0.92920354,0.985840708,0.814583333,0.727083333,0.894487511,0.939491817,1.099447514,1.022099448,0.610582515,0.969145733,0.917531052,0.967549564,0.914907045
Q5VST6-2,ABHD17B,Isoform 2 of Alpha/beta hydrolase domain-containing protein 17B OS=Homo sapiens ABHD17B,10,0.889786303,1.144539795,0.971428571,0.61512605,0.7375,0.8125,1.097750095,0.935807805,0.965952081,0.976040353,1.048292108,1.008244994,0.722689076,0.796638655,0.975,0.841666667,0.97775518,1.380449981,1.248423707,0.514501892,0.611139155,1.125694094,0.957983193,0.91092437,0.814583333,0.727083333,0.912673192,0.97190797,1.023959647,0.938209332,0.700395862,0.827288223,0.914643105,0.951366226,0.899415762
Q6PCB6,ABHD17C,Alpha/beta hydrolase domain-containing protein 17C OS=Homo sapiens ABHD17C PE=2 SV=2,8,1.026004728,1.200945626,0.713656388,0.977973568,0.979899497,0.798994975,1.007102273,0.974431818,,,0.912529551,1.271867612,0.837004405,0.925110132,1.085427136,1.065326633,0.987215909,0.901988636,,,1.153664303,1.030732861,1.189427313,0.696035242,0.633165829,0.608040201,0.96875,0.928977273,,,0.599935368,0.55202796,0.959876109,0.998308752,0.901099128
Q9BV23,ABHD6,Monoacylglycerol lipase ABHD6 OS=Homo sapiens ABHD6 PE=1 SV=1,10,0.755125285,1.03151101,1.062801932,1.084057971,1.022326675,1.027027027,0.988845197,0.989647701,0.782448037,0.96073903,1.032270311,1,0.799033816,0.953623188,1.059929495,1.082256169,1.193804671,1.245806918,1.286836028,0.510854503,0.713933181,1.065679575,0.976811594,1.028019324,0.776733255,1.041128085,0.813578364,0.931546425,0.881293303,1.033718245,0.575226623,0.415173104,0.970452986,1.01644151,0.926244135
Q8IZP0-9,ABI1,Isoform 9 of Abl interactor 1 OS=Homo sapiens ABI1,10,1.133397621,0.892478303,0.967915638,1.019744223,0.883495146,0.934857501,0.933150144,0.982525439,1.143102707,1.115599484,0.890067502,0.986338798,0.998205071,0.985864932,0.837770122,0.867209521,0.988879825,0.916147868,0.798452944,1.227044836,1.140147862,0.895692703,1.061027597,0.993717747,1.03507673,1.038208581,1.058176978,1.109613155,0.967196677,1.031084372,0.313063076,0.406895624,1.000626621,0.949598142,1.03299424
Q8IZP0,ABI1,Abl interactor 1 OS=Homo sapiens ABI1 PE=1 SV=4,10,1.133397621,0.892478303,0.96373057,1.015994593,0.883495146,0.934857501,0.933150144,0.982525439,1.143102707,1.115599484,0.890067502,0.986338798,0.994593377,0.983104303,0.837770122,0.867209521,0.988879825,0.916147868,0.798452944,1.227044836,1.140147862,0.895692703,1.065330029,0.99774724,1.03507673,1.038208581,1.058176978,1.109613155,0.967196677,1.031084372,0.31409499,0.384391503,0.999833151,0.94896091,1.033827433
F8WAL6,ABI2,Abl interactor 2 OS=Homo sapiens ABI2 PE=1 SV=2,10,1.260949917,0.974588801,0.864945382,1.023833168,0.923780488,1.088414634,0.941540303,0.823822825,1.057602491,1.12610275,0.908704491,0.988541859,1.199602781,1.125124131,0.75101626,0.790650407,0.925977654,0.914006385,0.719252724,1.14893617,1.204583256,0.994086121,0.960278054,0.855014896,0.973577236,1.00101626,1.069632881,1.094573025,1.056564608,1.008822003,0.375109769,0.79681188,1.008558076,0.947181286,1.021814834
E9PEZ7,ABI2,Abl interactor 2 OS=Homo sapiens ABI2 PE=1 SV=1,10,1.61627907,1.261627907,0.811940299,0.901492537,1.6,1.353846154,0.975896531,0.95473251,1.068245911,1.140439932,1.244186047,0.994186047,0.931343284,0.87761194,1.2,1.138461538,1.042915932,0.874779541,0.737732657,1.164128596,1.511627907,1.552325581,0.728358209,0.525373134,2.369230769,1.292307692,1.226337449,1.342739565,1.085166385,1.015228426,0.171188747,0.605214532,1.168450085,1.020534558,1.264869512
D3YTG3,ABI3BP,Target of Nesh-SH3 OS=Homo sapiens ABI3BP PE=1 SV=1,10,0.527540729,0.522885958,0.702791461,0.581280788,2.128980892,0.552547771,0.707692308,1.495384615,0.767527675,0.900369004,0.793638479,0.619472459,2.32183908,0.607553366,0.420382166,0.949044586,2.209230769,0.806153846,1.062730627,0.715867159,0.789371606,0.544220326,0.538587849,0.932676519,3.125796178,0.632165605,1.204102564,0.505641026,0.841328413,0.73800738,0.552792632,0.749365934,0.88870012,1.050591254,0.985189747
P00519-2,ABL1,Isoform IB of Tyrosine-protein kinase ABL1 OS=Homo sapiens ABL1,10,1.046535677,1.034126163,1.026041667,1.182291667,0.817460317,1.023809524,0.979865772,0.916331096,0.9,1.164285714,0.961737332,0.891416753,0.703125,0.755208333,0.492063492,1.015873016,0.808948546,0.944071588,1.557142857,1.05,1.183040331,0.905894519,0.776041667,0.765625,1.03968254,1.341269841,0.938702461,0.90738255,0.8,1.157142857,0.352292507,0.702098705,1.00907476,0.917958692,0.981478177
P42684,ABL2,Abelson tyrosine-protein kinase 2 OS=Homo sapiens ABL2 PE=1 SV=1,10,1.035377358,0.980870021,0.97005988,1.079341317,1.345633456,1.060270603,0.980449528,0.883229153,1.558441558,1.714285714,0.940251572,0.971174004,0.875748503,0.938622754,0.944649446,0.895448954,0.945604469,0.916744248,1.142857143,0.805194805,1.093291405,0.968815514,0.881736527,0.875748503,0.927429274,1.146371464,1.031387153,1.004521878,1.376623377,2.181818182,0.027271004,0.938043217,1.160795859,0.93762959,1.148774328
O14639-6,ABLIM1,Isoform 6 of Actin-binding LIM protein 1 OS=Homo sapiens ABLIM1,10,1.046112805,0.899624765,0.89191373,0.925477034,0.797138636,1.029157919,0.966946104,0.696061631,0.938682678,1.004184862,1.220186445,1.165924015,1.093915097,0.895021443,1.112977218,1.115931887,0.929368718,1.093109783,1.020560408,0.80731441,1.000615619,0.964059568,0.857480266,0.832494251,0.993235363,1.050929166,0.962932086,1.047195591,0.967612809,0.970160116,0.029885262,0.282306269,0.919530016,1.045430943,0.964671484
O14639,ABLIM1,Actin-binding LIM protein 1 OS=Homo sapiens ABLIM1 PE=1 SV=3,10,1.046112805,0.899624765,0.890490642,0.92754173,0.797138636,1.029157919,0.966946104,0.696061631,0.938682678,1.004184862,1.220186445,1.165924015,1.093576125,0.898583713,1.112977218,1.115931887,0.929368718,1.093109783,1.020560408,0.80731441,1.000615619,0.964059568,0.861153263,0.832953971,0.993235363,1.050929166,0.962932086,1.047195591,0.967612809,0.970160116,0.029318465,0.277491355,0.919594177,1.045753272,0.965084755
Q6H8Q1-9,ABLIM2,Isoform 9 of Actin-binding LIM protein 2 OS=Homo sapiens ABLIM2,10,1.177079034,0.966516936,1.008017639,1.086390058,0.949675996,1.11595202,0.934970255,0.963898285,1.081920229,0.864342011,0.944178706,0.989195095,0.974543997,0.998797354,0.694609127,0.772370054,1.010673043,0.804910766,0.76904705,0.710532601,1.197086318,0.914070657,1.038284225,1.103828423,1.055563215,1.0847925,1.124927097,1.132800653,0.929066157,1.071889181,0.009180441,0.239291723,1.014876246,0.866885779,1.065230843
Q6H8Q1-5,ABLIM2,Isoform 5 of Actin-binding LIM protein 2 OS=Homo sapiens ABLIM2,10,1.181820313,0.970817805,0.979888746,1.055198973,0.949675996,1.11595202,0.836484983,0.867630701,1.081105169,0.865864528,0.943721726,0.993554134,0.952845528,0.963628584,0.694609127,0.772370054,0.9243604,1.04894327,0.766042781,0.724153298,1.204369125,0.916766285,1.000427899,1.067008986,1.055563215,1.0847925,1.096774194,1.184649611,0.934491979,1.066399287,0.053378524,0.150648798,0.990443923,0.87842289,1.061124308
O94929,ABLIM3,Actin-binding LIM protein 3 OS=Homo sapiens ABLIM3 PE=1 SV=3,10,1.033898305,0.896074933,1.06193626,0.917618761,1.059452238,1.183700735,0.955955441,1.064610111,0.992248062,0.744186047,0.952720785,1.061998216,1.040288635,1.016235719,0.575818303,0.887107548,0.928534704,0.799314482,0.713178295,0.573643411,1.070472792,0.979482605,0.876728803,0.914010824,1.177020708,0.809619238,1.062553556,0.994344473,0.790697674,0.589147287,0.064612163,0.338876157,0.990968089,0.85488401,0.926407796
Q12979,ABR,Active breakpoint cluster region-related protein OS=Homo sapiens ABR PE=2 SV=2,10,1.097973568,0.961198238,1.110228964,0.972566811,1.100681597,1.129243752,1.161129727,1.013690761,1.05266039,1.098204511,0.965955947,1.008140969,0.974976962,1.00730134,0.860759494,0.957740993,0.892436573,0.993872666,0.854280709,0.514232538,1.090784141,0.977444934,1.06897285,0.965052811,0.987601428,1.039143135,1.048468167,1.089875539,0.974271951,1.085504708,0.00454434,0.184520067,1.069757832,0.902969819,1.032711966
Q9P1F3,ABRACL,Costars family protein ABRACL OS=Homo sapiens ABRACL PE=1 SV=1,10,1.436893204,1.15210356,0.848484848,0.994652406,0.953846154,1.006593407,1.034632035,0.980519481,1.224691358,1.071604938,0.818770227,0.98381877,0.688057041,0.73083779,0.918681319,0.861538462,0.88961039,0.956709957,0.716049383,1.2,1.142394822,0.977346278,0.941176471,0.65597148,0.558241758,0.879120879,1.041125541,1.008658009,1.116049383,1.288888889,0.01400383,0.224670113,1.070402139,0.876407334,0.960897351
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens ACAA1 PE=1 SV=2",10,0.977501112,1.021076034,0.900805271,0.949853587,0.923202614,0.930827887,1.007490637,0.88470493,0.890999174,0.97495183,1.14059582,1.053268119,0.990849195,0.858711567,1.050108932,1.176742919,1.016499646,1.047170766,0.933663639,0.837049271,1.078879502,0.815651401,0.933382138,0.982064422,0.910947712,0.958877996,1.056584675,0.94058103,0.804018717,1.088631985,0.107275495,0.760379306,0.946141308,1.010465987,0.956961958
P42765,ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens ACAA2 PE=1 SV=2",10,0.960053356,1.173125527,0.862907788,0.931925325,1.028354814,0.977103867,0.999226061,0.960951242,0.954846601,0.809091836,0.967565291,0.929935411,0.962096926,1.075617575,0.927065959,1.014404852,0.942728488,1.153380708,0.943023137,0.955050454,1.161682112,1.015936535,0.878370734,0.969074109,1.00106141,0.943745262,0.862520228,1.137268698,0.897971664,1.019671797,0.586764336,0.610960936,0.965758642,0.98708688,0.988730255
Q13085-4,ACACA,Isoform 4 of Acetyl-CoA carboxylase 1 OS=Homo sapiens ACACA,10,0.910747775,1.003777173,1.151926906,1.122876889,0.980329612,1.005582137,0.945881558,1.022116341,1.076272815,0.994044188,0.957975646,1.098444227,0.920229589,0.984889305,0.842902711,0.926368953,0.940629162,0.945168733,0.775408261,0.530643612,0.997279379,1.02913442,0.960759049,0.970364297,0.988835726,1.041467305,1.04320096,1.024930124,1.03439001,1.042459174,0.027495581,0.758340864,1.021355539,0.89226602,1.013282044
O00763,ACACB,Acetyl-CoA carboxylase 2 OS=Homo sapiens ACACB PE=1 SV=3,8,0.863544958,0.978741741,1.150364964,1.132846715,,,0.891553702,0.965380605,1.241678726,1.073806078,0.919850618,1.095087619,0.908029197,1.261313869,,,0.924921794,0.902398332,0.83357453,0.703328509,0.936225223,1.020396438,1.071532847,1.033576642,,,1.031074035,0.933472367,1.134587554,1.273516643,0.237474035,0.78491059,1.037239686,0.943563058,1.054297719
